First_lat,First_long,End_lat,End_long,First_time,End_time,Instrument,Coments
-60.57095,-62.99088,-60.57095,-62.99088,2024-03-13 17:04:11,2024-03-13 17:04:11,CTD,105
-60.61466667,-62.9595,-60.61466667,-62.9595,2024-03-13 18:40:40,2024-03-13 18:40:40,CTD,145
-60.628,-62.95683333,-60.628,-62.95683333,2024-03-13 20:31:23,2024-03-13 20:31:23,CTD,155
-60.6455,-62.962,-60.6455,-62.962,2024-03-13 22:34:57,2024-03-13 22:34:57,CTD,162
-60.66116667,-62.96816667,-60.66116667,-62.96816667,2024-03-13 23:59:57,2024-03-13 23:59:57,CTD,115
-60.69033333,-62.96433333,-60.69033333,-62.96433333,2024-03-14 11:21:23,2024-03-14 11:21:23,CTD,110
-60.67366667,-62.95866667,-60.67366667,-62.95866667,2024-03-14 12:26:36,2024-03-14 12:26:36,CTD,163
-60.6565,-62.95216667,-60.6565,-62.95216667,2024-03-14 13:35:48,2024-03-14 13:35:48,CTD,162
-60.6365,-62.94633333,-60.6365,-62.94633333,2024-03-14 14:42:37,2024-03-14 14:42:37,CTD,159
-60.61983333,-62.9415,-60.61983333,-62.9415,2024-03-14 15:53:16,2024-03-14 15:53:16,CTD,136
-60.6475,-62.9365,-60.6475,-62.9365,2024-03-14 18:14:42,2024-03-14 18:14:42,CTD,155
-60.64116667,-62.97533333,-60.64116667,-62.97533333,2024-03-15 12:52:29,2024-03-15 12:52:29,CTD,102
-60.612,-62.98066667,-60.612,-62.98066667,2024-03-15 14:00:09,2024-03-15 14:00:09,CTD,112
-60.59033333,-62.98683333,-60.59033333,-62.98683333,2024-03-15 15:00:59,2024-03-15 15:00:59,CTD,103
-60.696,-62.969,-60.696,-62.969,2024-03-15 16:01:00,2024-03-15 16:01:00,CTD,75
-60.5165,-63.00633333,-60.5165,-63.00633333,2024-03-15 17:31:19,2024-03-15 17:31:19,CTD,131
-60.75716667,-62.99733333,-60.75716667,-62.99733333,2024-03-18 14:52:21,2024-03-18 14:52:21,CTD,110
-60.77116667,-62.99933333,-60.77116667,-62.99933333,2024-03-18 16:15:16,2024-03-18 16:15:16,CTD,147
-60.7935,-63.00266667,-60.7935,-63.00266667,2024-03-18 18:06:09,2024-03-18 18:06:09,CTD,209
-60.81866667,-63.00616667,-60.81866667,-63.00616667,2024-03-18 19:22:52,2024-03-18 19:22:52,CTD,277
-60.84366667,-63.01,-60.84366667,-63.01,2024-03-18 20:22:32,2024-03-18 20:22:32,CTD,293
-60.4025,-62.94466667,-60.4025,-62.94466667,2024-03-19 16:18:56,2024-03-19 16:18:56,CTD,140
-60.42533333,-62.94916667,-60.42533333,-62.94916667,2024-03-19 18:14:10,2024-03-19 18:14:10,CTD,600
-60.45016667,-62.952,-60.45016667,-62.952,2024-03-19 19:36:56,2024-03-19 19:36:56,CTD,473
-60.46883333,-62.95483333,-60.46883333,-62.95483333,2024-03-19 21:42:38,2024-03-19 21:42:38,CTD,342
-60.47483333,-62.96266667,-60.47483333,-62.96266667,2024-03-19 22:20:12,2024-03-19 22:20:12,CTD,147
-60.47983333,-62.9595,-60.47983333,-62.9595,2024-03-19 22:47:14,2024-03-19 22:47:14,CTD,185
